word,len,count,count_wiki,min_char_freq,nankuro_score
境界,2,2,48982,403736,5.04054029784249
不詳,2,2,58907,216126,5.040031247712458
背景,2,2,82916,168514,5.039894699487192
決算,2,2,49765,407615,5.039681593563212
岩波,2,2,58615,448685,5.039528819352722
司法,2,2,41853,641401,5.0387258498726375
意図,2,2,44908,586569,5.038658386870381
大公,2,2,21456,2625302,5.038206167907971
東大,2,2,19857,3753407,5.037949680046874
火山,2,2,38160,423876,5.0377903492385805
全面,2,2,35590,1249994,5.037682898556199
駐車,2,2,55819,172566,5.037679621470555
助手,2,2,40026,381500,5.037295825426799
植民,2,2,48800,314537,5.037295364488524
人名,2,2,21762,3452664,5.0368174888786275
経路,2,2,36250,1163729,5.036638863474124
出口,2,2,27224,1266548,5.036107869829342
個体,2,2,44409,348567,5.035841624235491
対話,2,2,36712,1164281,5.035363662857515
毎週,2,2,65485,339945,5.035193494179444
北方,2,2,30366,1938432,5.0348029275005315
犯罪,2,2,88216,167419,5.03458567327229
附属,2,2,68977,92490,5.034504782698496
頭部,2,2,36038,477504,5.034456067721909
特性,2,2,34522,1370371,5.034412109466707
厚生,2,2,52354,112600,5.03434403660288
日光,2,2,28369,785195,5.033561001170569
天体,2,2,33282,1282590,5.033031045647296
直通,2,2,37114,823195,5.03276011481243
山川,2,2,24935,2853711,5.032660953279359
関心,2,2,35285,815214,5.032647397375458
総会,2,2,29782,904153,5.032473258612977
力士,2,2,37607,1005285,5.03198781345076
時事,2,2,23076,3570864,5.031963090057303
防止,2,2,47805,582686,5.031768745582793
開放,2,2,26739,2323705,5.031704922310301
最中,2,2,25812,1911687,5.031627663977002
日向,2,2,31063,489575,5.030365886465548
公会,2,2,23522,2625302,5.030180846835442
養成,2,2,39470,298725,5.030140111352049
人文,2,2,21909,3013730,5.030006523444031
優先,2,2,41974,594129,5.029997494800993
在位,2,2,33252,1205449,5.029899729304192
後任,2,2,35194,1146894,5.029404988598721
歩兵,2,2,58243,264084,5.029204894217516
感情,2,2,51397,377101,5.0289296096858385
任意,2,2,37656,1146894,5.02879764655104
保健,2,2,47497,345616,5.028795232675375
決議,2,2,33089,1171137,5.028552971848606
明記,2,2,27387,2175402,5.028462366281516
再建,2,2,45705,607699,5.0284095373789395
動員,2,2,28515,1834646,5.028137858734041
締結,2,2,52199,232006,5.027974689279751
性質,2,2,44662,480288,5.027714508105299
再現,2,2,38877,607699,5.027673810881687
土木,2,2,38138,875961,5.027008371355687
野生,2,2,25526,2858459,5.026662203240779
長編,2,2,28489,1753488,5.026349687765388
分解,2,2,33101,1079016,5.026297242528662
練習,2,2,73313,206575,5.026219302304567
内野,2,2,27207,2262493,5.025895514978309
市営,2,2,38258,905642,5.024968816938023
大森,2,2,29879,456766,5.024951457224965
半分,2,2,38471,523182,5.024844349707447
相撲,2,2,69323,79720,5.024770301191513
初出,2,2,25664,1395807,5.024499793727923
電機,2,2,33808,1462335,5.024457303664301
親王,2,2,43962,598909,5.0243626915660755
阪急,2,2,46807,517362,5.024116303657506
本土,2,2,25899,875961,5.023901130367164
挿入,2,2,60549,81263,5.0237800111658775
海洋,2,2,42246,412328,5.02369252907189
編著,2,2,39050,656564,5.023319491360636
違反,2,2,69731,121326,5.022684430432869
大衆,2,2,27193,679101,5.022152297400077
勝手,2,2,28382,1498562,5.021916530635682
決意,2,2,36627,1171137,5.021737550749152
道具,2,2,42159,229779,5.021633937456398
多様,2,2,46315,648959,5.021424742347335
大石,2,2,24678,1055581,5.021384001918163
代替,2,2,47099,131628,5.0213757391860065
護衛,2,2,49665,567899,5.021222309671756
黒田,2,2,34846,403591,5.020836494199932
実用,2,2,27475,1881897,5.0204302361185835
提示,2,2,48764,584938,5.020421538552009
楽天,2,2,34752,1282590,5.020374553784956
公国,2,2,22651,2625302,5.020295190920347
様式,2,2,38091,648959,5.020026220423653
恋愛,2,2,62346,166267,5.019845300697535
集会,2,2,25738,1457185,5.019200433144926
振興,2,2,67115,197947,5.019100431001812
移住,2,2,45419,612821,5.018919391482003
管轄,2,2,70680,95294,5.018772277179011
装甲,2,2,53520,300730,5.018620875154186
全線,2,2,33590,1212807,5.018133383206331
承認,2,2,56430,267983,5.017923848130374
古川,2,2,31746,975365,5.017878457883215
消滅,2,2,68276,202359,5.016829657780457
在日,2,2,21444,2236860,5.016686893219424
表彰,2,2,53571,93791,5.016455194612394
輸出,2,2,35246,279953,5.016285379745797
開局,2,2,39505,296448,5.0162212116751475
人種,2,2,28500,711915,5.015957498197261
連勝,2,2,29502,1498562,5.015656078229838
危険,2,2,76713,174688,5.015531498039224
在住,2,2,36610,612821,5.015073980405846
大関,2,2,19893,2615570,5.01497140829664
災害,2,2,59044,232771,5.014763431750582
実況,2,2,44929,277239,5.0143930190569765
悪魔,2,2,61077,278564,5.014375234315811
退職,2,2,44960,644484,5.014250617619515
出産,2,2,25766,1168324,5.0141162948596305
本物,2,2,18790,3357458,5.0138850929764205
後者,2,2,34881,938963,5.013658054112922
学歴,2,2,23321,1372779,5.01361183439255
吸収,2,2,59991,125249,5.013495364737199
魔女,2,2,39058,446801,5.013113934236492
検証,2,2,54765,389577,5.012995302050301
修理,2,2,35246,673585,5.01251047319196
乗降,2,2,50554,422237,5.01245843837082
落語,2,2,45882,399075,5.012282796375221
生存,2,2,27960,1496177,5.012176899067519
共編,2,2,33362,1151295,5.012048979331033
変遷,2,2,64116,87328,5.011973876211707
空手,2,2,28526,1250169,5.011649095566675
特番,2,2,30079,1770392,5.011463664081373
規則,2,2,58185,236507,5.011397355741853
天正,2,2,32840,1282590,5.0112079603799415
商人,2,2,29093,598967,5.0109640464561505
天神,2,2,31838,1282590,5.010707271928047
史料,2,2,40022,758356,5.010685031797318
同行,2,2,24059,2711339,5.010594329073744
著者,2,2,42702,656564,5.0098097023281625
共有,2,2,36334,1134801,5.009643564427886
業績,2,2,35017,432586,5.008978614736285
学部,2,2,18104,4160294,5.0088632604152075
低下,2,2,47299,175301,5.008649981514592
水中,2,2,24767,1625088,5.008483398779895
都立,2,2,29676,1343114,5.008413983178281
中等,2,2,28970,778599,5.008199725495118
元首,2,2,46114,424835,5.008050691752416
総督,2,2,40024,895823,5.007901558855173
勝負,2,2,50455,183319,5.007871301874535
傾向,2,2,73343,97781,5.007766270186532
強力,2,2,40024,517490,5.007665499056093
照明,2,2,38877,422719,5.007331434603937
変動,2,2,29735,1095126,5.007260389900426
北朝鮮,3,3,43330,218285,5.006871470550998
訓練,2,2,83679,123160,5.006667286315185
八王子,3,3,34057,473711,5.006533733217488
午後,2,2,53295,116133,5.006369395316762
賞金,2,2,39217,655789,5.006025020101095
主任,2,2,30732,1146894,5.00593871956225
一環,2,2,34133,346394,5.005603965040093
差別,2,2,47535,320631,5.005576130691392
名鉄,2,2,27442,1316972,5.005561738646117
用途,2,2,41474,219203,5.0055508535604805
得票,2,2,51825,212752,5.005350040211545
内務,2,2,30415,1231186,5.0049081065588075
材料,2,2,48821,403040,5.004814088066975
有力,2,2,33495,1134801,5.0046812863521914
松原,2,2,30830,1197475,5.0046302047519475
財政,2,2,44421,279835,5.0044598852368924
建立,2,2,31302,982879,5.004288235359935
関与,2,2,41462,247990,5.004162582593114
箇所,2,2,57238,69813,5.004037148225457
再編,2,2,37259,607699,5.004008693366081
歌劇,2,2,45036,628735,5.0039078990891115
定数,2,2,27239,1316684,5.003809109241933
時刻,2,2,43687,141270,5.003677002737472
木造,2,2,34187,1011074,5.003106172635681
初頭,2,2,41053,477504,5.0029191924800305
暴力,2,2,50225,166406,5.002773628177648
成果,2,2,29383,775297,5.002552541552509
西経,2,2,30602,1509659,5.00210372169083
日報,2,2,22699,1358995,5.001513616168697
生誕,2,2,40616,222343,5.001491572521376
居住,2,2,52744,329423,5.001290041229804
座標,2,2,52587,446281,5.001224018930819
消費,2,2,68794,153167,5.000983771127221
役場,2,2,29605,674039,5.000497239875004
原理,2,2,26303,2174333,4.9998802668115605
発信,2,2,25228,1471046,4.999101072330358
推理,2,2,37798,395143,4.999015462330891
人権,2,2,29562,461372,4.998822845466924
興業,2,2,33795,435444,4.998609366484256
鎌倉,2,2,73888,91425,4.9985923816010285
募集,2,2,55124,108147,4.998573397030334
力学,2,2,21588,1559511,4.998446721427936
論理,2,2,29073,1332957,4.998441872350752
議席,2,2,41976,242914,4.9983999394896195
探偵,2,2,84753,115162,4.997896318963646
気候,2,2,46953,278747,4.997821596396142
見解,2,2,36980,927786,4.99765641040908
海戦,2,2,25935,1945330,4.997219901870013
勲章,2,2,72244,100519,4.997217637924046
台北,2,2,32058,998143,4.99716148045271
想定,2,2,34139,414492,4.99715378790868
武蔵,2,2,45771,400210,4.9970162767786555
武将,2,2,43204,521079,4.9966625061592564
府中,2,2,30274,530175,4.9965500019972495
線路,2,2,34221,1163729,4.996460303663563
定理,2,2,23514,2335827,4.996449492532348
出店,2,2,26542,772580,4.996193624045733
交渉,2,2,60722,79158,4.996120715050566
総数,2,2,35425,904153,4.995884005675973
終戦,2,2,29696,993042,4.994582758805517
犯人,2,2,36173,167419,4.9941394934639725
転換,2,2,45578,268093,4.994125370281634
東側,2,2,33984,374692,4.994116104016348
側面,2,2,42965,374692,4.993774799229669
老人,2,2,34947,195511,4.993762516443667
全般,2,2,38070,464305,4.993645079111264
戦力,2,2,26840,1559511,4.9932461617700685
西側,2,2,41186,374692,4.993215103980437
趣味,2,2,69426,93947,4.9931647911308366
保守,2,2,43194,310861,4.993021801330691
輸入,2,2,41972,279953,4.992957957035071
監査,2,2,38941,703425,4.992901502014851
山城,2,2,28994,765288,4.992770617079284
任期,2,2,31895,1146894,4.992701804484556
保障,2,2,46097,227669,4.992506474028055
総長,2,2,29339,904153,4.9921379193784325
食事,2,2,31932,425368,4.992104075505097
供用,2,2,32649,541075,4.991680253380849
滋賀,2,2,73179,79199,4.991622964073402
実在,2,2,26646,1881897,4.991589023354093
近畿,2,2,64301,77637,4.991300252699292
保持,2,2,41780,352724,4.991133863382411
併設,2,2,37279,341460,4.9911203281557235
構想,2,2,45935,414492,4.99043841256516
退団,2,2,36877,805176,4.990391614602875
興味,2,2,49489,435444,4.990164538358949
実家,2,2,29002,1473237,4.990140315931933
出席,2,2,33249,242914,4.989309136478838
支社,2,2,29652,820884,4.989235111055594
襲撃,2,2,54594,169343,4.98923076629564
法務,2,2,30903,1231186,4.9889993628461
史学,2,2,22486,1114933,4.988975066059991
燃料,2,2,62596,98222,4.988399748943254
新報,2,2,27212,1358995,4.988212306005867
休日,2,2,30941,260912,4.988170812632683
台風,2,2,41993,478906,4.988147527261406
最小,2,2,26371,1911687,4.987845116222893
天気,2,2,32752,1181576,4.987758186232611
続編,2,2,33630,762324,4.987624205346897
上院,2,2,29670,751784,4.987490137128134
撤退,2,2,58912,121008,4.987453532733394
警視,2,2,50001,410633,4.987254677342469
水道,2,2,24740,1625088,4.987030572662389
公民,2,2,26250,1603110,4.987023485276921
買収,2,2,58720,91742,4.986704526810063
上級,2,2,35832,304998,4.9860864142762855
音響,2,2,40282,431960,4.986035176411222
博多,2,2,42741,547391,4.985923457578979
大社,2,2,17552,3003530,4.985921719756881
希望,2,2,69565,168122,4.9856903905262815
修了,2,2,44436,522580,4.985403090810775
地獄,2,2,44173,86460,4.985282559243248
要請,2,2,45762,159943,4.984769543819184
音源,2,2,43159,306902,4.984740345096835
披露,2,2,84582,95726,4.984661037198316
学期,2,2,20466,1613317,4.984431575850339
中東,2,2,19113,3753407,4.98423816508101
実装,2,2,32248,818181,4.984078162574769
拡張,2,2,60119,215207,4.983947849970814
人称,2,2,24214,928027,4.983684431089703
大河,2,2,24043,665711,4.983428540134907
運命,2,2,34182,885089,4.983353331649677
過程,2,2,47790,427864,4.983071233759618
改編,2,2,30725,1083484,4.983063013432414
教科,2,2,30848,906230,4.982873956946241
部長,2,2,20515,2995921,4.982813040223958
電波,2,2,38528,448685,4.98259967992096
提携,2,2,55483,177708,4.9820527842051
建国,2,2,24652,982879,4.9820275648540555
携帯,2,2,61182,177708,4.981894297771442
大事,2,2,16041,4286903,4.981733483578955
創刊,2,2,45611,507675,4.981675091128477
番線,2,2,29560,1212807,4.981530905217411
同級,2,2,36525,304998,4.981443602223671
法政,2,2,28152,1645395,4.981213707150231
発揮,2,2,35410,229348,4.981098086100801
聖書,2,2,41635,290302,4.98092268555901
造船,2,2,41916,421359,4.980088417420219
式典,2,2,29991,1072016,4.980043977785088
検出,2,2,27364,520384,4.979722506903773
監視,2,2,41836,410633,4.979636507170397
相互,2,2,57096,98486,4.979552156072376
初戦,2,2,26269,1395807,4.979484667715311
元気,2,2,33704,986705,4.979383380533282
末期,2,2,40344,311964,4.979326432413539
講演,2,2,36936,369654,4.97929563998294
生態,2,2,30796,574440,4.979185153426625
住居,2,2,48995,329423,4.978875571743804
創造,2,2,40108,507675,4.978824591988185
初演,2,2,27722,1395807,4.978615158164344
立地,2,2,21089,2454824,4.978500225681201
派生,2,2,35178,305186,4.978425697349854
河内,2,2,31801,665711,4.978399049874506
次男,2,2,38950,611985,4.978380653247603
正月,2,2,33749,680975,4.97826464125963
大神,2,2,18826,1917859,4.97800026371335
公務,2,2,26965,1231186,4.977997011804754
美女,2,2,27321,1380277,4.977945708245242
患者,2,2,57220,101384,4.97708149546926
失点,2,2,39872,350083,4.9766562096964835
全身,2,2,25691,1770342,4.976474074042875
直線,2,2,34465,823195,4.976067781398477
最低,2,2,43538,175301,4.975995092041567
現職,2,2,32362,644484,4.975743754090564
観点,2,2,35243,609083,4.975216424016987
女流,2,2,30930,740074,4.975059074395329
両者,2,2,38347,634377,4.9748692892818625
構築,2,2,42929,447306,4.974827097531347
名所,2,2,22536,2059437,4.974812697422013
冒険,2,2,72923,118432,4.974809494595328
到着,2,2,62228,118278,4.974785604478338
外見,2,2,29047,927786,4.974715344200714
後日,2,2,19589,1790326,4.974676760309901
次郎,2,2,36270,611985,4.973941866466226
高級,2,2,34614,304998,4.973798650609601
看護,2,2,63452,98174,4.973656650502579
分間,2,2,22656,2415279,4.973233729763768
西山,2,2,23504,1509659,4.973214710331242
修行,2,2,28670,673585,4.973178669428469
航海,2,2,33328,569499,4.972648535853585
大王,2,2,20733,1123698,4.972506583777017
車線,2,2,29658,1212807,4.972461761142359
必殺,2,2,43778,492725,4.972427762795533
親族,2,2,40571,598909,4.972398095698896
両国,2,2,26226,634377,4.972319859134096
特技,2,2,31140,854680,4.972313735134012
東口,2,2,24355,1266548,4.972181272727423
不正,2,2,30383,1010853,4.972057985812831
正面,2,2,29016,1249994,4.971896268057409
警部,2,2,28880,508514,4.9712425990554685
権力,2,2,36361,461372,4.971009385236421
書院,2,2,32811,751784,4.970503735267235
白石,2,2,36654,650652,4.9704193067267735
番台,2,2,29701,998143,4.970287666407039
史跡,2,2,42437,308663,4.9699384373622975
国務,2,2,22550,1231186,4.969608327179717
復興,2,2,43515,435444,4.969580796677127
午前,2,2,45565,116133,4.969544013898346
打撃,2,2,44156,335444,4.969251365915901
車内,2,2,25654,1569964,4.968991954016764
根本,2,2,24734,464305,4.968557424271212
台車,2,2,30501,998143,4.96829219062003
呼称,2,2,55430,103687,4.968119637601874
国語,2,2,22771,1147596,4.967992889911141
同作,2,2,18848,2711339,4.967687105748797
評議,2,2,33212,449962,4.967366129154417
告示,2,2,42415,565755,4.967231532774389
逮捕,2,2,80503,80645,4.966996777807275
前線,2,2,27310,1212807,4.966757108873071
大切,2,2,26859,306454,4.966559976641678
同国,2,2,18848,2711339,4.966523106698035
士官,2,2,37249,595482,4.96636207007377
化石,2,2,30439,1055581,4.966349481569124
内海,2,2,24286,1945330,4.966298790252078
侵攻,2,2,53866,196156,4.9661353068023235
動力,2,2,24073,1559511,4.966075038445471
前橋,2,2,30362,729010,4.96580333161757
市道,2,2,23694,1434648,4.965778468364561
内戦,2,2,22632,2262493,4.965646383993594
一生,2,2,18676,3082836,4.964694928431284
年金,2,2,24175,1319686,4.964169933865952
予想,2,2,42847,414492,4.96408412098874
学芸,2,2,23843,573761,4.96351071956914
近世,2,2,28454,884882,4.963412721290163
修士,2,2,35898,673585,4.963159887214955
予算,2,2,42866,407615,4.9631289966200605
本山,2,2,15473,3776922,4.9625110970666935
初日,2,2,19837,1395807,4.962285163247562
根拠,2,2,51055,277813,4.962216139514087
長調,2,2,27162,815722,4.96199529342601
補助,2,2,47446,381500,4.961966879663893
井戸,2,2,31360,886324,4.9619254283292245
少将,2,2,40383,521079,4.96189134390451
一面,2,2,22438,1249994,4.961676020260212
定着,2,2,28862,525251,4.961535964992963
運航,2,2,34928,569499,4.961192419044491
落選,2,2,31855,399075,4.9611318702529985
人格,2,2,22760,870216,4.960669204717689
名作,2,2,17455,3452664,4.960092173242048
北側,2,2,35002,374692,4.9600424362821505
一宮,2,2,23135,1048221,4.959507103348154
東南,2,2,23990,1117226,4.9594188495594995
体系,2,2,31592,526087,4.95913438549172
公明,2,2,22429,2175402,4.959088310441352
名鑑,2,2,36028,181002,4.959032199316827
西口,2,2,28340,1266548,4.958915696137983
考古,2,2,33396,910665,4.958874091516905
男爵,2,2,46304,199524,4.957945301676201
生地,2,2,18768,3082836,4.9578949230711356
西洋,2,2,35885,412328,4.957565790146009
結論,2,2,28436,1332957,4.9572215202475
大内,2,2,16968,2262493,4.9571784380510575
王朝,2,2,31808,965271,4.957079841279498
武士,2,2,32942,915562,4.957030746626133
一行,2,2,17883,3347589,4.956872464660568
出品,2,2,19452,1790138,4.956460687407226
病気,2,2,37974,396243,4.956211937396268
温度,2,2,36688,296749,4.956100774289462
重大,2,2,19681,1110433,4.955903289842207
定年,2,2,19098,3297627,4.9556795729026835
発注,2,2,22120,1382479,4.955089219067101
王立,2,2,25852,1123698,4.9548581576018496
交点,2,2,28396,1220848,4.954845279917127
三角,2,2,37691,326840,4.9546985866632385
本国,2,2,14012,5316487,4.954634078749176
職人,2,2,23791,644484,4.954574694782911
分岐,2,2,35354,263755,4.954540790101904
公益,2,2,36072,220451,4.954401284642786
大坂,2,2,24186,413896,4.954272064271015
下院,2,2,28932,751784,4.954068912671477
推移,2,2,40302,395143,4.953995660788844
上流,2,2,26662,740074,4.953971227779235
安打,2,2,40225,335444,4.953943175650034
死刑,2,2,43924,292713,4.953916490550855
不良,2,2,36248,555448,4.953906932893443
財務,2,2,40247,279835,4.9539048681418745
前提,2,2,29739,667619,4.953770011179644
反発,2,2,26078,627951,4.953719626079858
京阪,2,2,26179,967135,4.953654814399625
学問,2,2,21564,783762,4.953287940865948
北米,2,2,31868,520405,4.952926710013978
相対,2,2,28832,1014171,4.952920639871342
未満,2,2,53383,299443,4.952885043167095
道中,2,2,17587,3414914,4.95278669448734
傘下,2,2,50515,54617,4.95267896840661
小屋,2,2,27360,933702,4.952356070873245
教皇,2,2,32292,458170,4.952349300496839
他人,2,2,32797,138642,4.952068583240833
移民,2,2,29656,867579,4.951979905192638
回収,2,2,31663,958762,4.951816551963048
死者,2,2,33972,782852,4.951742951071495
配備,2,2,31114,1033584,4.95143738000713
有用,2,2,24393,1134801,4.95130947334676
陽子,2,2,28661,391165,4.95101458248993
維新,2,2,38050,160476,4.95095389792564
一貫,2,2,37108,101119,4.95079777282287
資源,2,2,43334,306902,4.950595996716544
大成,2,2,14629,4070970,4.950356690236401
合理,2,2,19172,2335827,4.949690974471964
訪問,2,2,52623,117703,4.9495744596224736
積極,2,2,51917,264054,4.949567027001798
婦人,2,2,33103,127411,4.949388577933499
電化,2,2,26837,1454666,4.949296628413226
解消,2,2,38132,379718,4.9487840418091995
定時,2,2,18340,3480268,4.948554007349912
立体,2,2,21932,2196583,4.948533823846571
要約,2,2,30725,586427,4.94830092930294
変換,2,2,40880,268093,4.9482274921169696
所長,2,2,21237,2059437,4.94752136175988
駆動,2,2,37716,144037,4.947390102090729
会合,2,2,16028,4401616,4.947235383410187
司教,2,2,29524,641401,4.947021807627083
幼少,2,2,47295,197560,4.946741216280194
構内,2,2,27619,785884,4.94634842564382
姉妹,2,2,81426,103838,4.946299079795487
認可,2,2,34263,709527,4.946254472047597
検定,2,2,27440,520384,4.945570447169422
講座,2,2,45582,369654,4.945493445932274
酸化,2,2,44413,131035,4.945286511941196
免許,2,2,67718,131364,4.944832126599794
目撃,2,2,27742,843447,4.944575149343105
人材,2,2,25424,403040,4.944176103597647
戦術,2,2,24523,1110423,4.943675993485662
宮内,2,2,25733,1048221,4.943611122678854
変形,2,2,30440,983919,4.943284756119247
占領,2,2,56182,112607,4.943225273749118
学級,2,2,25537,304998,4.943211053204946
新生,2,2,19688,2666291,4.943185256569171
戦記,2,2,19785,2676653,4.943128628609075
境内,2,2,31516,403736,4.943084118223744
中断,2,2,26165,458181,4.942699906272798
天下,2,2,24851,1282590,4.942645642856555
売却,2,2,44942,113057,4.942404600172929
表題,2,2,24925,1067332,4.942276260578153
出雲,2,2,30991,163415,4.942105610016234
一帯,2,2,26531,421999,4.941873087317768
水系,2,2,31808,526087,4.941575179326676
入院,2,2,28675,751784,4.94149314222585
本郷,2,2,25947,245089,4.941489875359756
不思議,3,3,33803,220195,4.941343263900376
補足,2,2,42521,459373,4.940750965857774
北緯,2,2,34761,284541,4.9400126422748585
白人,2,2,22628,650652,4.9399592770245
費用,2,2,36093,153167,4.939952693956337
有料,2,2,31580,758356,4.939817039911109
敗戦,2,2,30741,363358,4.939601502691695
駅名,2,2,31066,267422,4.9394122395487585
商工,2,2,32057,598967,4.939206731084069
本項,2,2,19266,947199,4.939054632702016
証券,2,2,61782,94624,4.938597486538509
絵本,2,2,26492,211791,4.938296502684626
将棋,2,2,55135,119196,4.937979466918684
説得,2,2,29958,974959,4.937902680990719
行列,2,2,26220,592093,4.937622784183774
太字,2,2,31963,667248,4.937514763861622
行使,2,2,23014,1085309,4.937450515945333
批評,2,2,52342,174241,4.9373499562044
有機,2,2,26795,1134801,4.937264579523586
重力,2,2,26938,1110433,4.937039149516438
相続,2,2,32015,762324,4.936994566990116
悪化,2,2,36767,278564,4.936982246631114
住所,2,2,28800,612821,4.936747619549819
正教,2,2,23240,1672459,4.9367011177924045
春秋,2,2,43893,395971,4.936192721434465
証言,2,2,37046,389577,4.935722302926204
伝記,2,2,25968,667918,4.935366344928835
大木,2,2,17116,1553034,4.935307476673184
調理,2,2,26239,815722,4.935272108924856
出入,2,2,18028,1842643,4.935233427270735
商事,2,2,24609,598967,4.93521011246285
困難,2,2,65990,96007,4.934314339450334
義塾,2,2,52653,65301,4.933882375520865
普及,2,2,59108,158692,4.933550921195466
室内,2,2,30684,394998,4.933525610463433
混合,2,2,32661,151499,4.933433229818386
秘書,2,2,38604,198797,4.933278845169165
幼稚,2,2,71648,86107,4.933257714751274
判事,2,2,23085,781365,4.933093725517561
立法,2,2,22176,1645395,4.933075537608202
権限,2,2,38928,461372,4.93269828313476
後部,2,2,19418,1790326,4.932567224399388
遺体,2,2,31174,370486,4.932242436439917
天保,2,2,26102,1282590,4.932229904321687
日米,2,2,22200,520405,4.93222483216336
曲名,2,2,20994,1486914,4.932047140346383
反映,2,2,29272,627951,4.931775856999526
地質,2,2,25646,480288,4.931694426424781
黄金,2,2,41680,157658,4.931684684291225
属性,2,2,27598,1039013,4.931644213662652
表紙,2,2,34580,196355,4.931517095762475
種別,2,2,31333,711915,4.930834769041609
反乱,2,2,45862,209098,4.930765066923913
少数,2,2,29885,735747,4.93075896319743
価値,2,2,56763,111601,4.930712666622066
艦長,2,2,28770,385596,4.930667901504923
世話,2,2,24075,1164281,4.930486609984498
連動,2,2,19290,2527301,4.930189856854437
異常,2,2,40417,287189,4.930091445250031
架空,2,2,46248,99908,4.930056991399334
戦績,2,2,28684,432586,4.929908077925061
水平,2,2,21668,1625088,4.929775928362897
夜間,2,2,30575,305097,4.929579110090534
校歌,2,2,25124,698652,4.929453125065021
真田,2,2,21596,924917,4.929420310577397
半年,2,2,26281,523182,4.929289036281473
交番,2,2,24840,1220848,4.929076357761124
若手,2,2,30215,268645,4.9289672097984525
福音,2,2,27444,1073745,4.928692819854199
意思,2,2,38569,220195,4.928573016775193
特設,2,2,21316,1770392,4.928404895585519
作動,2,2,16286,2930578,4.928339472705723
役名,2,2,24560,674039,4.928198132897828
山村,2,2,20602,1398517,4.928172188657272
転生,2,2,21736,1333464,4.928129481345302
教団,2,2,24578,1126693,4.92798521444454
石油,2,2,44513,136959,4.9279599561555845
公論,2,2,22473,1332957,4.927775574934921
重視,2,2,34777,410633,4.927755153353132
野外,2,2,19543,2341237,4.927546019714212
主導,2,2,27990,523859,4.92648180969398
親子,2,2,24097,598909,4.926036865948001
装着,2,2,34994,525251,4.925786640179222
後年,2,2,19953,1790326,4.92569102487903
不能,2,2,26634,1010853,4.925504024717071
震災,2,2,55897,205352,4.925091559938603
家臣,2,2,34007,328638,4.924855323839218
光学,2,2,19626,785195,4.924780061180899
言動,2,2,23186,984860,4.924720361010841
在任,2,2,23756,1146894,4.924428431004143
施工,2,2,28188,865028,4.924051093072812
電撃,2,2,27741,843447,4.9238621380545275
和子,2,2,16856,3063732,4.923729856681071
師事,2,2,23840,581068,4.923582719797356
正規,2,2,28648,630452,4.9234277531999755
三河,2,2,29176,665711,4.923195183419164
出撃,2,2,20456,843447,4.922735131204796
抗議,2,2,33567,215712,4.922703051921145
自称,2,2,23415,928027,4.92262033507828
和泉,2,2,28381,355054,4.922611874365343
旅団,2,2,36411,301569,4.922550017640057
要件,2,2,27195,697171,4.922469037090649
顧問,2,2,51811,82839,4.921964107431567
味方,2,2,27647,526118,4.9213310979264095
生理,2,2,18796,2335827,4.920470643398375
原案,2,2,30144,365141,4.920418700416564
外伝,2,2,26062,667918,4.920342361796983
東芝,2,2,35544,97806,4.920263636606873
侵入,2,2,35660,196156,4.920241881970828
山脈,2,2,36190,89220,4.920160443573341
財産,2,2,36392,279835,4.919882299794807
演説,2,2,24677,974959,4.919868119717188
手前,2,2,18845,2113555,4.919829979045143
打点,2,2,33359,335444,4.919656551094978
療法,2,2,32306,342749,4.919194597619201
降格,2,2,31840,691726,4.919024863719099
中退,2,2,21449,805176,4.919010939732719
支所,2,2,25510,820884,4.918913783210982
正当,2,2,21335,1672459,4.918830791484575
子孫,2,2,35153,91388,4.918361739831966
領土,2,2,33328,547579,4.918115331582817
南方,2,2,23248,1117226,4.9177081686377715
約束,2,2,50457,117350,4.91770558043917
品種,2,2,26956,711915,4.917267289325664
南京,2,2,22513,1117226,4.917191018116492
受験,2,2,35733,512056,4.91694871187136
課題,2,2,39687,195352,4.9169290586488055
成年,2,2,16211,3297627,4.916070531392453
暗殺,2,2,50504,135498,4.916014685273339
電報,2,2,24389,1358995,4.915787970251762
本数,2,2,16621,1316684,4.915619108210467
活発,2,2,19122,1485057,4.915477794588795
認知,2,2,30621,709527,4.915383132382178
官房,2,2,40180,322633,4.91535113241618
業界,2,2,20358,1290108,4.915287228768125
不動,2,2,22346,1010853,4.915199653696517
黒人,2,2,23078,403591,4.914834319917066
身分,2,2,19619,2235526,4.914741356717882
前編,2,2,21264,1753488,4.914703223716358
先代,2,2,24000,594129,4.914601510355779
疑問,2,2,45428,136421,4.914493038743007
参入,2,2,22490,1540988,4.914392204663392
守護,2,2,40779,310861,4.914338656562668
日日,2,2,11755,7622292,4.91380737878229
左右,2,2,48004,265755,4.913802246015177
昇進,2,2,39984,230450,4.913502214274099
領事,2,2,23355,547579,4.913467492774929
前者,2,2,24210,938963,4.9134582143326755
航路,2,2,30624,569499,4.913454991588485
乗員,2,2,29608,422237,4.913362902826093
発掘,2,2,37314,63095,4.912944762454158
後編,2,2,21905,1753488,4.912919395865831
類似,2,2,51280,104535,4.912894533813217
下野,2,2,18929,2143862,4.912104748845214
役職,2,2,33244,644484,4.910893010942543
入賞,2,2,26693,655789,4.910820358692416
川田,2,2,15953,2853711,4.910749706293344
立教,2,2,19651,2051774,4.910707211234628
