direction,start_row,start_col,length,word,source_csv
across,1,10,2,通風,ocr_results_IMG_8462_251206_231941.csv
across,1,20,3,内野手,ocr_results_IMG_8462_251206_231941.csv
across,2,19,2,背広,ocr_results_IMG_8462_251206_231941.csv
across,3,1,2,入園,ocr_results_IMG_8462_251206_231941.csv
across,3,14,2,日勤,ocr_results_IMG_8462_251206_231941.csv
across,3,17,2,式事,ocr_results_IMG_8462_251206_231941.csv
across,3,20,2,告白,ocr_results_IMG_8462_251206_231941.csv
across,4,3,4,不眠不休,ocr_results_IMG_8462_251206_231941.csv
across,4,8,3,電話機,ocr_results_IMG_8462_251206_231941.csv
across,5,2,2,一服,ocr_results_IMG_8462_251206_231941.csv
across,5,20,2,大夢,ocr_results_IMG_8462_251206_231941.csv
across,6,0,3,上半期,ocr_results_IMG_8462_251206_231941.csv
across,6,4,4,新入社員,ocr_results_IMG_8462_251206_231941.csv
across,6,19,2,新作,ocr_results_IMG_8462_251206_231941.csv
across,7,2,3,一周年,ocr_results_IMG_8462_251206_231941.csv
across,7,8,2,来会,ocr_results_IMG_8462_251206_231941.csv
across,9,0,2,入山,ocr_results_IMG_8462_251206_231941.csv
across,9,5,2,成人,ocr_results_IMG_8462_251206_231941.csv
across,9,8,3,年一年,ocr_results_IMG_8462_251206_231941.csv
across,9,12,4,売手市場,ocr_results_IMG_8462_251206_231941.csv
across,9,22,3,国内線,ocr_results_IMG_8462_251206_231941.csv
across,11,22,3,無事故,ocr_results_IMG_8462_251206_231941.csv
across,12,10,2,情熱,ocr_results_IMG_8462_251206_231941.csv
across,13,2,2,一葉,ocr_results_IMG_8462_251206_231941.csv
across,13,15,2,公休,ocr_results_IMG_8462_251206_231941.csv
across,14,0,3,広小路,ocr_results_IMG_8462_251206_231941.csv
across,14,4,3,無表情,ocr_results_IMG_8462_251206_231941.csv
across,14,11,2,不吉,ocr_results_IMG_8462_251206_231941.csv
across,14,20,2,地内,ocr_results_IMG_8462_251206_231941.csv
across,15,2,3,平常心,ocr_results_IMG_8462_251206_231941.csv
across,15,21,2,勤行,ocr_results_IMG_8462_251206_231941.csv
across,17,0,2,新酒,ocr_results_IMG_8462_251206_231941.csv
across,17,5,2,国運,ocr_results_IMG_8462_251206_231941.csv
across,17,15,2,常人,ocr_results_IMG_8462_251206_231941.csv
across,18,6,3,上製本,ocr_results_IMG_8462_251206_231941.csv
across,19,19,3,動電力,ocr_results_IMG_8462_251206_231941.csv
down,0,0,3,出不精,ocr_results_IMG_8462_251206_231941.csv
down,9,0,3,入場券,ocr_results_IMG_8462_251206_231941.csv
down,13,0,3,長広舌,ocr_results_IMG_8462_251206_231941.csv
down,17,0,3,新聞社,ocr_results_IMG_8462_251206_231941.csv
down,8,1,2,大山,ocr_results_IMG_8462_251206_231941.csv
down,11,1,2,売店,ocr_results_IMG_8462_251206_231941.csv
down,16,1,2,大酒,ocr_results_IMG_8462_251206_231941.csv
down,13,2,4,一路平安,ocr_results_IMG_8462_251206_231941.csv
down,4,3,2,不服,ocr_results_IMG_8462_251206_231941.csv
down,9,3,2,大供,ocr_results_IMG_8462_251206_231941.csv
down,3,4,2,安眠,ocr_results_IMG_8462_251206_231941.csv
down,18,4,2,裏手,ocr_results_IMG_8462_251206_231941.csv
down,8,5,2,期成,ocr_results_IMG_8462_251206_231941.csv
down,3,6,2,年休,ocr_results_IMG_8462_251206_231941.csv
down,9,6,4,人心一新,ocr_results_IMG_8462_251206_231941.csv
down,14,6,2,情動,ocr_results_IMG_8462_251206_231941.csv
down,17,6,3,運上物,ocr_results_IMG_8462_251206_231941.csv
down,2,7,2,電報,ocr_results_IMG_8462_251206_231941.csv
down,12,7,2,参加,ocr_results_IMG_8462_251206_231941.csv
down,13,9,2,通人,ocr_results_IMG_8462_251206_231941.csv
down,4,10,3,機内食,ocr_results_IMG_8462_251206_231941.csv
down,11,10,3,人情話,ocr_results_IMG_8462_251206_231941.csv
down,17,10,2,期月,ocr_results_IMG_8462_251206_231941.csv
down,0,11,2,夜風,ocr_results_IMG_8462_251206_231941.csv
down,18,11,2,中天,ocr_results_IMG_8462_251206_231941.csv
down,6,12,2,転勤,ocr_results_IMG_8462_251206_231941.csv
down,9,12,3,売上金,ocr_results_IMG_8462_251206_231941.csv
down,13,12,2,大吉,ocr_results_IMG_8462_251206_231941.csv
down,0,13,3,車大工,ocr_results_IMG_8462_251206_231941.csv
down,4,13,2,事行,ocr_results_IMG_8462_251206_231941.csv
down,7,13,3,交換手,ocr_results_IMG_8462_251206_231941.csv
down,9,14,2,市中,ocr_results_IMG_8462_251206_231941.csv
down,8,15,2,出場,ocr_results_IMG_8462_251206_231941.csv
down,16,15,4,日常会話,ocr_results_IMG_8462_251206_231941.csv
down,7,16,2,参入,ocr_results_IMG_8462_251206_231941.csv
down,10,16,2,否定,ocr_results_IMG_8462_251206_231941.csv
down,1,17,3,入社式,ocr_results_IMG_8462_251206_231941.csv
down,5,17,2,交情,ocr_results_IMG_8462_251206_231941.csv
down,12,19,2,電機,ocr_results_IMG_8462_251206_231941.csv
down,15,19,2,売物,ocr_results_IMG_8462_251206_231941.csv
down,0,20,4,車内広告,ocr_results_IMG_8462_251206_231941.csv
down,8,20,4,白川夜船,ocr_results_IMG_8462_251206_231941.csv
down,3,21,3,白日夢,ocr_results_IMG_8462_251206_231941.csv
down,14,21,2,内勤,ocr_results_IMG_8462_251206_231941.csv
down,9,23,3,内緒事,ocr_results_IMG_8462_251206_231941.csv
down,11,24,2,故国,ocr_results_IMG_8462_251206_231941.csv
down,18,24,2,会主,ocr_results_IMG_8462_251206_231941.csv
across,0,0,4,中央集権,ocr_results_IMG_8463_251206_232011.csv
across,1,4,2,博士,ocr_results_IMG_8463_251206_232011.csv
across,1,13,3,世俗化,ocr_results_IMG_8463_251206_232011.csv
across,3,1,4,国務大臣,ocr_results_IMG_8463_251206_232011.csv
across,3,6,3,学習権,ocr_results_IMG_8463_251206_232011.csv
across,3,16,3,当事者,ocr_results_IMG_8463_251206_232011.csv
across,4,8,2,国主,ocr_results_IMG_8463_251206_232011.csv
across,4,11,2,出現,ocr_results_IMG_8463_251206_232011.csv
across,4,19,3,本花道,ocr_results_IMG_8463_251206_232011.csv
across,5,2,3,文言葉,ocr_results_IMG_8463_251206_232011.csv
across,6,0,3,手事物,ocr_results_IMG_8463_251206_232011.csv
across,6,7,2,会費,ocr_results_IMG_8463_251206_232011.csv
across,6,10,3,口調法,ocr_results_IMG_8463_251206_232011.csv
across,7,3,2,社参,ocr_results_IMG_8463_251206_232011.csv
across,7,21,4,社会資本,ocr_results_IMG_8463_251206_232011.csv
across,8,10,2,論法,ocr_results_IMG_8463_251206_232011.csv
across,8,20,2,行員,ocr_results_IMG_8463_251206_232011.csv
across,9,11,3,官有地,ocr_results_IMG_8463_251206_232011.csv
across,10,22,3,石段石,ocr_results_IMG_8463_251206_232011.csv
across,11,0,2,致事,ocr_results_IMG_8463_251206_232011.csv
across,11,11,3,役者絵,ocr_results_IMG_8463_251206_232011.csv
across,11,15,4,行政事件,ocr_results_IMG_8463_251206_232011.csv
across,12,10,2,賢人,ocr_results_IMG_8463_251206_232011.csv
across,12,13,3,本公事,ocr_results_IMG_8463_251206_232011.csv
across,12,22,2,類本,ocr_results_IMG_8463_251206_232011.csv
across,13,3,4,中間読物,ocr_results_IMG_8463_251206_232011.csv
across,13,16,3,大法廷,ocr_results_IMG_8463_251206_232011.csv
across,13,23,2,国司,ocr_results_IMG_8463_251206_232011.csv
across,14,18,2,議長,ocr_results_IMG_8463_251206_232011.csv
across,15,6,3,圧力計,ocr_results_IMG_8463_251206_232011.csv
across,15,13,2,版本,ocr_results_IMG_8463_251206_232011.csv
across,15,23,2,研修,ocr_results_IMG_8463_251206_232011.csv
across,16,12,2,個物,ocr_results_IMG_8463_251206_232011.csv
across,17,7,2,名士,ocr_results_IMG_8463_251206_232011.csv
across,17,14,2,風道,ocr_results_IMG_8463_251206_232011.csv
across,18,6,2,文案,ocr_results_IMG_8463_251206_232011.csv
across,18,9,2,出城,ocr_results_IMG_8463_251206_232011.csv
across,18,16,2,支社,ocr_results_IMG_8463_251206_232011.csv
across,19,5,2,習字,ocr_results_IMG_8463_251206_232011.csv
across,19,8,2,武門,ocr_results_IMG_8463_251206_232011.csv
across,19,14,2,詩家,ocr_results_IMG_8463_251206_232011.csv
across,19,21,4,国際会議,ocr_results_IMG_8463_251206_232011.csv
down,11,1,3,事業主,ocr_results_IMG_8463_251206_232011.csv
down,16,2,3,公家方,ocr_results_IMG_8463_251206_232011.csv
down,2,3,4,権大納言,ocr_results_IMG_8463_251206_232011.csv
down,10,3,2,学位,ocr_results_IMG_8463_251206_232011.csv
down,13,3,4,中生動物,ocr_results_IMG_8463_251206_232011.csv
down,18,3,2,分会,ocr_results_IMG_8463_251206_232011.csv
down,5,4,3,葉人参,ocr_results_IMG_8463_251206_232011.csv
down,17,4,2,法権,ocr_results_IMG_8463_251206_232011.csv
down,2,6,4,化学合成,ocr_results_IMG_8463_251206_232011.csv
down,0,7,2,修飾,ocr_results_IMG_8463_251206_232011.csv
down,5,7,3,立会場,ocr_results_IMG_8463_251206_232011.csv
down,9,7,2,衆議,ocr_results_IMG_8463_251206_232011.csv
down,17,7,2,名案,ocr_results_IMG_8463_251206_232011.csv
down,15,8,3,計理士,ocr_results_IMG_8463_251206_232011.csv
down,1,9,2,育成,ocr_results_IMG_8463_251206_232011.csv
down,4,9,2,主家,ocr_results_IMG_8463_251206_232011.csv
down,13,9,2,達成,ocr_results_IMG_8463_251206_232011.csv
down,18,9,2,出門,ocr_results_IMG_8463_251206_232011.csv
down,12,10,2,賢者,ocr_results_IMG_8463_251206_232011.csv
down,0,11,2,論点,ocr_results_IMG_8463_251206_232011.csv
down,3,11,2,選出,ocr_results_IMG_8463_251206_232011.csv
down,8,11,2,法官,ocr_results_IMG_8463_251206_232011.csv
down,9,12,3,有権者,ocr_results_IMG_8463_251206_232011.csv
down,13,12,2,浮世,ocr_results_IMG_8463_251206_232011.csv
down,16,12,4,個人手形,ocr_results_IMG_8463_251206_232011.csv
down,0,13,4,出世力士,ocr_results_IMG_8463_251206_232011.csv
down,12,14,2,公社,ocr_results_IMG_8463_251206_232011.csv
down,0,17,2,両論,ocr_results_IMG_8463_251206_232011.csv
down,17,17,3,会社法,ocr_results_IMG_8463_251206_232011.csv
down,7,18,3,口手間,ocr_results_IMG_8463_251206_232011.csv
down,13,18,2,廷議,ocr_results_IMG_8463_251206_232011.csv
down,10,20,4,国有鉄道,ocr_results_IMG_8463_251206_232011.csv
down,17,20,2,口養,ocr_results_IMG_8463_251206_232011.csv
down,7,21,3,社員権,ocr_results_IMG_8463_251206_232011.csv
down,2,22,2,石本,ocr_results_IMG_8463_251206_232011.csv
down,7,23,2,資力,ocr_results_IMG_8463_251206_232011.csv
down,0,24,2,式法,ocr_results_IMG_8463_251206_232011.csv
down,9,24,3,粉石鹼,ocr_results_IMG_8463_251206_232011.csv
down,13,24,5,司法修習生,ocr_results_IMG_8463_251206_232011.csv
across,0,0,4,女流作家,ocr_results_IMG_8464_251206_232042.csv
across,0,10,4,工場用地,ocr_results_IMG_8464_251206_232042.csv
across,0,18,2,各自,ocr_results_IMG_8464_251206_232042.csv
across,1,17,2,着駅,ocr_results_IMG_8464_251206_232042.csv
across,2,2,2,本権,ocr_results_IMG_8464_251206_232042.csv
across,2,5,2,風大,ocr_results_IMG_8464_251206_232042.csv
across,2,18,2,停戦,ocr_results_IMG_8464_251206_232042.csv
across,2,21,2,火気,ocr_results_IMG_8464_251206_232042.csv
across,3,17,2,戦車,ocr_results_IMG_8464_251206_232042.csv
across,3,20,2,順風,ocr_results_IMG_8464_251206_232042.csv
across,4,13,2,不日,ocr_results_IMG_8464_251206_232042.csv
across,4,16,2,特記,ocr_results_IMG_8464_251206_232042.csv
across,5,0,3,駅馬車,ocr_results_IMG_8464_251206_232042.csv
across,6,11,3,先先日,ocr_results_IMG_8464_251206_232042.csv
across,7,8,4,出発進行,ocr_results_IMG_8464_251206_232042.csv
across,7,13,2,常駐,ocr_results_IMG_8464_251206_232042.csv
across,7,22,3,実体法,ocr_results_IMG_8464_251206_232042.csv
across,8,11,2,投書,ocr_results_IMG_8464_251206_232042.csv
across,8,21,2,鳴動,ocr_results_IMG_8464_251206_232042.csv
across,9,10,2,合資,ocr_results_IMG_8464_251206_232042.csv
across,9,16,2,不通,ocr_results_IMG_8464_251206_232042.csv
across,10,0,2,風見,ocr_results_IMG_8464_251206_232042.csv
across,10,18,2,山月,ocr_results_IMG_8464_251206_232042.csv
across,10,21,4,入場行進,ocr_results_IMG_8464_251206_232042.csv
across,11,7,2,山行,ocr_results_IMG_8464_251206_232042.csv
across,12,8,2,路人,ocr_results_IMG_8464_251206_232042.csv
across,12,11,2,電工,ocr_results_IMG_8464_251206_232042.csv
across,12,14,2,用心,ocr_results_IMG_8464_251206_232042.csv
across,12,23,2,行軍,ocr_results_IMG_8464_251206_232042.csv
across,13,16,2,発熱,ocr_results_IMG_8464_251206_232042.csv
across,13,19,2,体力,ocr_results_IMG_8464_251206_232042.csv
across,13,22,2,分列,ocr_results_IMG_8464_251206_232042.csv
across,14,1,4,家産国家,ocr_results_IMG_8464_251206_232042.csv
across,14,6,4,特急列車,ocr_results_IMG_8464_251206_232042.csv
across,14,15,2,特進,ocr_results_IMG_8464_251206_232042.csv
across,14,20,2,士気,ocr_results_IMG_8464_251206_232042.csv
across,15,10,3,特異日,ocr_results_IMG_8464_251206_232042.csv
across,15,14,2,代筆,ocr_results_IMG_8464_251206_232042.csv
across,15,17,3,発祥地,ocr_results_IMG_8464_251206_232042.csv
across,16,0,3,外車船,ocr_results_IMG_8464_251206_232042.csv
across,16,4,2,水駅,ocr_results_IMG_8464_251206_232042.csv
across,16,9,2,国技,ocr_results_IMG_8464_251206_232042.csv
across,16,19,3,引出物,ocr_results_IMG_8464_251206_232042.csv
across,17,2,3,大入道,ocr_results_IMG_8464_251206_232042.csv
across,17,6,4,流動資産,ocr_results_IMG_8464_251206_232042.csv
across,18,4,2,工作,ocr_results_IMG_8464_251206_232042.csv
down,5,0,2,駅長,ocr_results_IMG_8464_251206_232042.csv
down,12,0,2,特出,ocr_results_IMG_8464_251206_232042.csv
down,15,0,3,社外工,ocr_results_IMG_8464_251206_232042.csv
down,8,2,2,日月,ocr_results_IMG_8464_251206_232042.csv
down,11,2,2,場合,ocr_results_IMG_8464_251206_232042.csv
down,16,2,3,船大工,ocr_results_IMG_8464_251206_232042.csv
down,13,3,3,外国米,ocr_results_IMG_8464_251206_232042.csv
down,16,4,4,水道工事,ocr_results_IMG_8464_251206_232042.csv
down,15,5,2,山駅,ocr_results_IMG_8464_251206_232042.csv
down,5,7,2,油物,ocr_results_IMG_8464_251206_232042.csv
down,13,7,2,不急,ocr_results_IMG_8464_251206_232042.csv
down,14,8,2,列国,ocr_results_IMG_8464_251206_232042.csv
down,6,9,3,始発駅,ocr_results_IMG_8464_251206_232042.csv
down,15,10,2,特技,ocr_results_IMG_8464_251206_232042.csv
down,18,10,2,書類,ocr_results_IMG_8464_251206_232042.csv
down,6,11,4,先行投資,ocr_results_IMG_8464_251206_232042.csv
down,14,11,2,地異,ocr_results_IMG_8464_251206_232042.csv
down,2,12,2,入金,ocr_results_IMG_8464_251206_232042.csv
down,12,12,2,工合,ocr_results_IMG_8464_251206_232042.csv
down,7,14,3,駐在所,ocr_results_IMG_8464_251206_232042.csv
down,5,15,2,世外,ocr_results_IMG_8464_251206_232042.csv
down,6,16,2,来場,ocr_results_IMG_8464_251206_232042.csv
down,13,16,2,発進,ocr_results_IMG_8464_251206_232042.csv
down,15,17,5,発生生物学,ocr_results_IMG_8464_251206_232042.csv
down,0,18,4,各駅停車,ocr_results_IMG_8464_251206_232042.csv
down,14,18,2,不祥,ocr_results_IMG_8464_251206_232042.csv
down,15,19,2,地引,ocr_results_IMG_8464_251206_232042.csv
down,3,20,2,順列,ocr_results_IMG_8464_251206_232042.csv
down,16,20,4,出合相場,ocr_results_IMG_8464_251206_232042.csv
down,14,21,3,気質物,ocr_results_IMG_8464_251206_232042.csv
down,7,22,2,実動,ocr_results_IMG_8464_251206_232042.csv
down,0,23,2,産所,ocr_results_IMG_8464_251206_232042.csv
down,12,23,3,行列式,ocr_results_IMG_8464_251206_232042.csv
down,2,24,4,駐日大使,ocr_results_IMG_8464_251206_232042.csv
down,7,24,2,法海,ocr_results_IMG_8464_251206_232042.csv
down,10,24,3,進駐軍,ocr_results_IMG_8464_251206_232042.csv
across,0,2,3,言角法,ocr_results_IMG_8465_251206_232110.csv
across,0,14,4,市継人形,ocr_results_IMG_8465_251206_232110.csv
across,0,22,2,石碑,ocr_results_IMG_8465_251206_232110.csv
across,1,0,3,民事部,ocr_results_IMG_8465_251206_232110.csv
across,1,8,3,衛生学,ocr_results_IMG_8465_251206_232110.csv
across,2,7,2,調書,ocr_results_IMG_8465_251206_232110.csv
across,2,15,3,内服薬,ocr_results_IMG_8465_251206_232110.csv
across,2,19,3,薬事法,ocr_results_IMG_8465_251206_232110.csv
across,3,0,2,査定,ocr_results_IMG_8465_251206_232110.csv
across,3,3,4,国内関税,ocr_results_IMG_8465_251206_232110.csv
across,3,11,2,平準,ocr_results_IMG_8465_251206_232110.csv
across,3,14,2,形容,ocr_results_IMG_8465_251206_232110.csv
across,3,17,3,学南品,ocr_results_IMG_8465_251206_232110.csv
across,3,21,3,人聞業,ocr_results_IMG_8465_251206_232110.csv
across,4,1,3,収集家,ocr_results_IMG_8465_251206_232110.csv
across,4,12,2,名品,ocr_results_IMG_8465_251206_232110.csv
across,4,15,2,見得,ocr_results_IMG_8465_251206_232110.csv
across,5,0,2,編入,ocr_results_IMG_8465_251206_232110.csv
across,5,3,2,法制,ocr_results_IMG_8465_251206_232110.csv
across,5,6,4,水道方式,ocr_results_IMG_8465_251206_232110.csv
across,5,11,2,塗人,ocr_results_IMG_8465_251206_232110.csv
across,6,4,3,作業場,ocr_results_IMG_8465_251206_232110.csv
across,6,13,2,備考,ocr_results_IMG_8465_251206_232110.csv
across,6,16,4,古生物学,ocr_results_IMG_8465_251206_232110.csv
across,6,21,3,心裁体,ocr_results_IMG_8465_251206_232110.csv
across,7,0,4,長生久視,ocr_results_IMG_8465_251206_232110.csv
across,7,7,3,内造作,ocr_results_IMG_8465_251206_232110.csv
across,7,11,3,大小前,ocr_results_IMG_8465_251206_232110.csv
across,8,6,2,幹部,ocr_results_IMG_8465_251206_232110.csv
across,8,13,3,機物薬,ocr_results_IMG_8465_251206_232110.csv
across,8,17,3,層本一,ocr_results_IMG_8465_251206_232110.csv
across,8,21,2,薪体,ocr_results_IMG_8465_251206_232110.csv
across,9,7,2,監事,ocr_results_IMG_8465_251206_232110.csv
across,9,19,2,心境,ocr_results_IMG_8465_251206_232110.csv
across,9,22,2,温水,ocr_results_IMG_8465_251206_232110.csv
across,10,6,2,走査,ocr_results_IMG_8465_251206_232110.csv
across,11,2,2,相談,ocr_results_IMG_8465_251206_232110.csv
across,11,13,3,電磁場,ocr_results_IMG_8465_251206_232110.csv
across,11,22,2,飾水,ocr_results_IMG_8465_251206_232110.csv
across,12,0,3,調理場,ocr_results_IMG_8465_251206_232110.csv
across,12,4,2,処方,ocr_results_IMG_8465_251206_232110.csv
across,12,20,2,報空,ocr_results_IMG_8465_251206_232110.csv
across,13,9,4,前方注驚,ocr_results_IMG_8465_251206_232110.csv
across,13,18,3,相続人,ocr_results_IMG_8465_251206_232110.csv
across,14,0,2,備品,ocr_results_IMG_8465_251206_232110.csv
across,14,8,2,本葉,ocr_results_IMG_8465_251206_232110.csv
across,14,17,2,大筆,ocr_results_IMG_8465_251206_232110.csv
across,14,20,2,物主,ocr_results_IMG_8465_251206_232110.csv
across,15,1,2,等分,ocr_results_IMG_8465_251206_232110.csv
across,15,12,2,国防,ocr_results_IMG_8465_251206_232110.csv
across,16,0,2,本法,ocr_results_IMG_8465_251206_232110.csv
across,16,13,2,備蓄,ocr_results_IMG_8465_251206_232110.csv
across,16,18,3,離市化,ocr_results_IMG_8465_251206_232110.csv
across,16,22,2,光一,ocr_results_IMG_8465_251206_232110.csv
across,18,0,3,本来空,ocr_results_IMG_8465_251206_232110.csv
across,18,4,4,市民会館,ocr_results_IMG_8465_251206_232110.csv
across,18,11,3,基準面,ocr_results_IMG_8465_251206_232110.csv
across,18,15,3,糧入書,ocr_results_IMG_8465_251206_232110.csv
across,19,8,4,嬢査本部,ocr_results_IMG_8465_251206_232110.csv
across,19,20,2,類化,ocr_results_IMG_8465_251206_232110.csv
down,0,0,4,国民審査,ocr_results_IMG_8465_251206_232110.csv
down,11,0,4,空調設備,ocr_results_IMG_8465_251206_232110.csv
down,3,1,3,定収入,ocr_results_IMG_8465_251206_232110.csv
down,7,1,4,生体電気,ocr_results_IMG_8465_251206_232110.csv
down,14,1,3,品等法,ocr_results_IMG_8465_251206_232110.csv
down,0,2,3,言部作,ocr_results_IMG_8465_251206_232110.csv
down,6,2,2,地久,ocr_results_IMG_8465_251206_232110.csv
down,11,2,3,相場書,ocr_results_IMG_8465_251206_232110.csv
down,17,2,3,絵空事,ocr_results_IMG_8465_251206_232110.csv
down,7,3,2,視力,ocr_results_IMG_8465_251206_232110.csv
down,10,3,2,長談,ocr_results_IMG_8465_251206_232110.csv
down,5,4,2,制作,ocr_results_IMG_8465_251206_232110.csv
down,11,5,3,地方書,ocr_results_IMG_8465_251206_232110.csv
down,10,6,2,走力,ocr_results_IMG_8465_251206_232110.csv
down,13,6,4,生活水準,ocr_results_IMG_8465_251206_232110.csv
down,4,7,2,剣道,ocr_results_IMG_8465_251206_232110.csv
down,7,7,4,内部監査,ocr_results_IMG_8465_251206_232110.csv
down,17,7,2,入館,ocr_results_IMG_8465_251206_232110.csv
down,0,8,4,前衛書道,ocr_results_IMG_8465_251206_232110.csv
down,5,8,3,方形造,ocr_results_IMG_8465_251206_232110.csv
down,13,9,3,前葉体,ocr_results_IMG_8465_251206_232110.csv
down,17,9,3,無鑑査,ocr_results_IMG_8465_251206_232110.csv
down,8,10,2,評家,ocr_results_IMG_8465_251206_232110.csv
down,5,11,4,塗国大会,ocr_results_IMG_8465_251206_232110.csv
down,13,11,2,注入,ocr_results_IMG_8465_251206_232110.csv
down,18,11,2,基部,ocr_results_IMG_8465_251206_232110.csv
down,3,12,3,準名人,ocr_results_IMG_8465_251206_232110.csv
down,9,12,2,初心,ocr_results_IMG_8465_251206_232110.csv
down,12,12,2,本驚,ocr_results_IMG_8465_251206_232110.csv
down,17,12,2,照準,ocr_results_IMG_8465_251206_232110.csv
down,6,13,3,備前機,ocr_results_IMG_8465_251206_232110.csv
down,14,13,3,無防備,ocr_results_IMG_8465_251206_232110.csv
down,8,14,2,物欲,ocr_results_IMG_8465_251206_232110.csv
down,16,14,2,蓄電,ocr_results_IMG_8465_251206_232110.csv
down,2,15,4,内容見本,ocr_results_IMG_8465_251206_232110.csv
down,7,15,2,生薬,ocr_results_IMG_8465_251206_232110.csv
down,14,15,2,心気,ocr_results_IMG_8465_251206_232110.csv
down,17,15,3,力糧事,ocr_results_IMG_8465_251206_232110.csv
down,0,16,3,人民服,ocr_results_IMG_8465_251206_232110.csv
down,9,16,2,船体,ocr_results_IMG_8465_251206_232110.csv
down,12,16,2,心胸,ocr_results_IMG_8465_251206_232110.csv
down,8,17,2,層長,ocr_results_IMG_8465_251206_232110.csv
down,11,17,2,一両,ocr_results_IMG_8465_251206_232110.csv
down,3,18,2,南器,ocr_results_IMG_8465_251206_232110.csv
down,12,18,3,面相筆,ocr_results_IMG_8465_251206_232110.csv
down,16,18,2,離人,ocr_results_IMG_8465_251206_232110.csv
down,0,19,4,工業薬品,ocr_results_IMG_8465_251206_232110.csv
down,15,19,2,朝市,ocr_results_IMG_8465_251206_232110.csv
down,11,20,4,作報人物,ocr_results_IMG_8465_251206_232110.csv
down,5,21,4,人心一薪,ocr_results_IMG_8465_251206_232110.csv
down,0,22,2,石道,ocr_results_IMG_8465_251206_232110.csv
down,3,22,2,聞道,ocr_results_IMG_8465_251206_232110.csv
down,8,22,4,体温調飾,ocr_results_IMG_8465_251206_232110.csv
down,15,22,4,電光石火,ocr_results_IMG_8465_251206_232110.csv
down,11,23,4,水力機関,ocr_results_IMG_8465_251206_232110.csv
down,18,23,2,薬局,ocr_results_IMG_8465_251206_232110.csv
across,1,17,3,義侠心,ocr_results_IMG_8466_251206_232136.csv
across,2,2,3,手工芸,ocr_results_IMG_8466_251206_232136.csv
across,3,5,4,屋上緑化,ocr_results_IMG_8466_251206_232136.csv
across,3,15,2,上進,ocr_results_IMG_8466_251206_232136.csv
across,4,1,2,太物,ocr_results_IMG_8466_251206_232136.csv
across,5,3,3,御一新,ocr_results_IMG_8466_251206_232136.csv
across,5,10,3,鑑一文,ocr_results_IMG_8466_251206_232136.csv
across,6,5,3,進上物,ocr_results_IMG_8466_251206_232136.csv
across,7,19,3,見物料,ocr_results_IMG_8466_251206_232136.csv
across,8,5,2,鋭意,ocr_results_IMG_8466_251206_232136.csv
across,8,10,2,天縁,ocr_results_IMG_8466_251206_232136.csv
across,8,18,2,式目,ocr_results_IMG_8466_251206_232136.csv
across,9,6,2,気高,ocr_results_IMG_8466_251206_232136.csv
across,9,19,2,形名,ocr_results_IMG_8466_251206_232136.csv
across,10,0,2,口気,ocr_results_IMG_8466_251206_232136.csv
across,10,20,2,分社,ocr_results_IMG_8466_251206_232136.csv
across,11,18,2,聞見,ocr_results_IMG_8466_251206_232136.csv
across,12,4,3,下水置,ocr_results_IMG_8466_251206_232136.csv
across,12,11,3,駆会地,ocr_results_IMG_8466_251206_232136.csv
across,12,15,4,上場会社,ocr_results_IMG_8466_251206_232136.csv
across,13,13,3,名場面,ocr_results_IMG_8466_251206_232136.csv
across,14,11,2,願意,ocr_results_IMG_8466_251206_232136.csv
across,14,16,3,私文書,ocr_results_IMG_8466_251206_232136.csv
across,16,2,2,高空,ocr_results_IMG_8466_251206_232136.csv
across,17,16,3,本草学,ocr_results_IMG_8466_251206_232136.csv
across,18,8,4,形式主義,ocr_results_IMG_8466_251206_232136.csv
down,10,0,4,口承文芸,ocr_results_IMG_8466_251206_232136.csv
down,9,1,2,食気,ocr_results_IMG_8466_251206_232136.csv
down,14,1,2,一語,ocr_results_IMG_8466_251206_232136.csv
down,6,2,4,中間原料,ocr_results_IMG_8466_251206_232136.csv
down,5,3,2,御心,ocr_results_IMG_8466_251206_232136.csv
down,9,4,2,御国,ocr_results_IMG_8466_251206_232136.csv
down,5,5,4,新進気鋭,ocr_results_IMG_8466_251206_232136.csv
down,1,6,4,一枚上手,ocr_results_IMG_8466_251206_232136.csv
down,14,6,2,不達,ocr_results_IMG_8466_251206_232136.csv
down,17,6,2,交流,ocr_results_IMG_8466_251206_232136.csv
down,2,8,4,文化国家,ocr_results_IMG_8466_251206_232136.csv
down,14,8,3,不透明,ocr_results_IMG_8466_251206_232136.csv
down,3,10,4,天地鑑用,ocr_results_IMG_8466_251206_232136.csv
down,7,11,4,名縁気質,ocr_results_IMG_8466_251206_232136.csv
down,12,11,4,駆学願書,ocr_results_IMG_8466_251206_232136.csv
down,11,12,2,不会,ocr_results_IMG_8466_251206_232136.csv
down,1,14,2,和気,ocr_results_IMG_8466_251206_232136.csv
down,13,14,2,場末,ocr_results_IMG_8466_251206_232136.csv
down,6,15,2,場中,ocr_results_IMG_8466_251206_232136.csv
down,15,15,2,無明,ocr_results_IMG_8466_251206_232136.csv
down,7,16,3,行政学,ocr_results_IMG_8466_251206_232136.csv
down,17,18,2,学文,ocr_results_IMG_8466_251206_232136.csv
down,7,19,3,見目形,ocr_results_IMG_8466_251206_232136.csv
down,12,20,3,道行物,ocr_results_IMG_8466_251206_232136.csv
